fold,train_size,test_size,normalization,accuracy,f1,roc_auc
0,9156,2290,global,0.603056768558952,0.5730389854391733,0.6413649019755964
1,9157,2289,global,0.5880297072957623,0.5742663656884875,0.6375244574307057
2,9157,2289,global,0.5980777632153779,0.5863309352517986,0.6345246622184008
3,9157,2289,global,0.5902140672782875,0.5736363636363636,0.6252091579842523
4,9157,2289,global,0.601572739187418,0.5685903500473037,0.643340220385675
